,sentiment,text
23462,2,good morning exclamation exclamation exclamation work and then it s espn s sunday night baseball hopefully it won t get rained out
22261,2,now that i have a salary i can actually spend money hooray exclamation time to go shopping and have dinner at ahora to say goodbye to 
19471,2,i wish joe bidden was on the train with me 
5871,0, time to leave a passive agressive note to the owners it s not the dog s fault it s their censored owners
10650,1,goodnight twitterville exclamation really enjoyed pearl harbor now off to sleep and cuddle with my hot man exclamation i will have good dreams tonight exclamation xoxo
7,0,not happy
25538,2, omg beckky i love you exclamation you should ve won the 250g s i was rootin for you hows things going question 
7116,0,_ndo omg i m so sorry i m the worst employee ever my hard drive just failed taking the survey data with it
17397,1, hiya exclamation how are you doing today question 
1376,0,havent been on in awhile no point anyways
24572,2,happy mothers day exclamation exclamation exclamation exclamation 
23598,2,justin timberlake totally rocked snl tonight oh and happy mother s day another hallmark mkting tool 
15379,1,i love being ignored except to be yelled at i love my life 
24720,2, yes exclamation it definitely paid off thanks 4 the advice
8097,0,offically in dc missing my numero uno
10294,1,morning exclamation bank holiday monday and the sun has gone typical exclamation hospital for knee at 2 30 and then training at 6 another bust day
5670,0,wow my grandma passed away i m too sick to even think i know she s in a better place now
3735,0,farewell dinner with my kimmy last time i ll see her in a while
10095,1,wants tfa back 
935,0, yeah the weather ruined my plans too i was gonna beach it up as well
1978,0,i m so hunrgy right now and these heels kill me i can hardly walk in them
17122,1,hello bank holiday monday hello revision ã â â½ã â â½
2215,0,is really sad that shes missing critical mass
15917,1, yup stil at work
7901,0, i bet you received lots of hit from that tweet at work i cannot wish i could
7973,0,i just saw 22nd of june and it make me think of jenny i miss her so much 
25634,2, awesome exclamation what a blessing
1244,0, ugh grosss
18270,2,just got back from kuantan had sooooooo much fun
11043,1, oh shardup exclamation hehe hes hot lah gotta admeeet exclamation bleh 
13579,1, why do you think so question 
25300,2,wishing everyone a happy mother s day xoxo
4083,0,time ticking by sooo sloooooooooowlyyyyyyyyyyyyy
14939,1,i saw amazing heeels but they were too big
18992,2, we said anyone could write one those special 10 selected are of course chosen because they are outstanding exclamation 
8717,0, you really are always dirty exclamation exclamation exclamation ha ha exclamation exclamation exclamation exclamation do you have a censored addiction question question question 
18853,2,just chilling after mcfly last night exclamation absoulutely incredible exclamation d i love them exclamation 
18138,2, what ever happened w creating music in collaboration just for fun without the what am i getting out of it question in mind question please exclamation 
25877,2, so exclamation exclamation exclamation why should that matter question i bet you would be great at it exclamation i do exclamation exclamation exclamation it s what you love right question why not go for it exclamation 
5161,0, that sounds foreboding 
10739,1,i go to user experience roundtable hamburg detlev fischer on accessibility bitv test don t miss exclamation 
8821,1, bryan hasn t replied about wingnuts
18142,2, have you check oceanup question miley cyrus justin gaston fight after lunch you ok with justin question hmmm im with you whatever happen
9963,1, ready exclamation exclamation exclamation exclamation exclamation i ve heard bobo probobly 100 times also bobobyebye exclamation exclamation 
14015,1, i wish you weren t going to a 19 venue in vancouver
5697,0, aw it says the pic doesn t exist anymore
20455,2, cool you are here too hi sam how are you question question question 
10317,1, mmmmmm i ve been craving sweet potatoes and almonds i m going to have to incorporate those super foods tomorrow
2287,0,this is what i think about the world at hannah montana set im missing tennessee alot today
24601,2,good morning exclamation exclamation exclamation who wants breakfast question question 
19602,2, so great to hear from u again today exclamation u r the best exclamation cannot wait to see u on the cruise exclamation exclamation exclamation 3 cindy with the sign
23093,2, _yeah thanks for that you pair of gits hope it s mega like the bus exclamation 
4445,0, haha i was crying censored 
2319,0, i made a vid for you proving my skills that you denied but my step dad said he d disown me if i posted it sowey
25603,2, ah exclamation i knowww exclamation i saw it may 5th and 6th in newcastle and it was so good exclamation exclamation exclamation i m soo excited for 6th june as its my bday aswell exclamation 
16267,1,is not sleeping because he has paperwork to do 
14238,1, or _oh i think one of you should give a ride exclamation please question 
16418,1,the book bloggers panel is not listed anywhere in the program exclamation be there tomorrow at 2pm in room 1e15 bea09
24149,2, hey guys it s leann i dont know if you remember me but i just wanted to say that i m very excited to see you guys go far
10402,1,is school we re gonna learn how to use skype
16321,1,oh i didnt double tweet a while ago did i question now i did 
24702,2, i hope you have a nice sleep
26048,2, oh amazing i have two too and i need to have the third yn 
5081,0,i need to get it together before ricky gets home he is not going to be pleased about me breaking up this censored bathroom
3000,0,is feeling sad i so dont do goodbye z exclamation exclamation exclamation exclamation 
6063,0,getting all annoyed cos this weekend s going to be hot i m bloody working
15883,1, morning miss sarah cyrus what s up question x
22329,2,no work today exclamation went shopping and now relaxing learning for the toefl
20648,2, yep trying to beat the cold winter morning swim is always refreshing good start of day
7522,0,i just vacuumed my entire house three times screw all vacuums exclamation exclamation 
8778,0, what you said is as good as day dreaming exclamation sorry to say that our country is in such a state 
12236,1,it s soupy soup time today heinz cream of chicken and mushroom yum exclamation bbl
19959,2, wow that is good i m on mac too with xp via parallels if you ever need a tester 
22986,2, hayley williams is pretty much amazzing
18984,2,someone just admitted to having a crush on me that s cool
14419,1, what kind of food celli question i m following you now
5762,0, i miss you too exclamation exclamation 
10710,1, my hubby promised job promotion so we didn t move signed a new lease n they withdrew the promotion 
